"X","Y","OBJECTID","NCESID","NAME","ADDRESS","CITY","STATE","ZIP","ZIP4","TELEPHONE","TYPE","STATUS","POPULATION","COUNTY","COUNTYFIPS","COUNTRY","LATITUDE","LONGITUDE","NAICS_CODE","NAICS_DESC","SOURCE","SOURCEDATE","VAL_METHOD","VAL_DATE","WEBSITE","LEVEL_","ENROLLMENT","ST_GRADE","END_GRADE","DISTRICTID","FT_TEACHER","SHELTER_ID","CUSTOMER_FULL_DATA","CUSTOMER_FULL_DETAIL"
-113.296405488999952,46.328865214000082,2101,301284000616,"PHILIPSBURG SCHOOL","501 SCHNEPEL ST","PHILIPSBURG","MT",59858,"NOT AVAILABLE","(406) 859-3233",1,1,96,"GRANITE",30039,"USA",46.3288652140001,-113.2964054890000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=301284000616","2010-01-29 00:00:00.000","IMAGERY","2010-08-26 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=301284000616","1",87,"PK","06",3012840,9,"NOT AVAILABLE","PHILIPSBURG SCHOOL 501 SCHNEPEL ST PHILIPSBURG MT 59858.00000","PHILIPSBURG SCHOOL 501 SCHNEPEL ST PHILIPSBURG MT 59858.00000"
-74.091533419999962,40.315405404000053,2102,341620004112,"MAHALA F. ATCHISON SCHOOL","961 SYCAMORE AVENUE","TINTON FALLS","NJ",7724,"3199","(732) 542-2500",1,1,705,"MONMOUTH",34025,"USA",40.3154054040000,-74.0915334200000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=341620004112","2010-01-29 00:00:00.000","IMAGERY","2010-08-20 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=341620004112","1",654,"PK","03",3416200,51,"10784415","MAHALA F. ATCHISON SCHOOL 961 SYCAMORE AVENUE TINTON FALLS NJ 7724.00000","MAHALA F. ATCHISON SCHOOL 961 SYCAMORE AVENUE TINTON FALLS NJ 7724.00000"
-74.171395117999964,39.955134204000039,2103,341623004746,"WASHINGTON STREET ELEMENTARY SCHOOL","500 WEST EARL COURT","TOMS RIVER","NJ",8753,"NOT AVAILABLE","(732) 505-5910",1,1,405,"OCEAN",34029,"USA",39.9551342040000,-74.1713951180000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=341623004746","2010-01-29 00:00:00.000","IMAGERY","2010-08-20 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=341623004746","1",379,"KG","05",3416230,26,"10780813","WASHINGTON STREET ELEMENTARY SCHOOL 500 WEST EARL COURT TOMS RIVER NJ 8753.00000","WASHINGTON STREET ELEMENTARY SCHOOL 500 WEST EARL COURT TOMS RIVER NJ 8753.00000"
-75.149159583999960,39.846472954000028,2104,341815002694,"WALNUT STREET SCHOOL","60 WALNUT STREET","WOODBURY","NJ",8096,"NOT AVAILABLE","(856) 853-0126",1,1,110,"GLOUCESTER",34015,"USA",39.8464729540000,-75.1491595840000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=341815002694","2010-01-29 00:00:00.000","IMAGERY/OTHER","2010-06-16 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=341815002694","1",101,"KG","05",3418150,9,"NOT AVAILABLE","WALNUT STREET SCHOOL 60 WALNUT STREET WOODBURY NJ 8096.00000","WALNUT STREET SCHOOL 60 WALNUT STREET WOODBURY NJ 8096.00000"
-108.692853299999967,36.803428426000025,2105,350039000184,"NIZHONI ELEMENTARY","HWY 491","SHIPROCK","NM",87420,"NOT AVAILABLE","(505) 368-4565",1,1,574,"SAN JUAN",35045,"USA",36.8034284260000,-108.6928533000000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=350039000184","2010-01-29 00:00:00.000","IMAGERY","2017-10-31 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=350039000184","1",546,"PK","05",3500390,28,"NOT AVAILABLE","NIZHONI ELEMENTARY HWY 491 SHIPROCK NM 87420.00000","NIZHONI ELEMENTARY HWY 491 SHIPROCK NM 87420.00000"
-73.825875592999978,40.835344779000010,2106,360008502085,"PS 14 SENATOR JOHN CALANDRA","3041 BRUCKNER BLVD","BRONX","NY",10461,"5696","(718) 822-5341",1,1,646,"BRONX",36005,"USA",40.8353447790000,-73.8258755930000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=360008502085","2010-01-29 00:00:00.000","IMAGERY/OTHER","2010-04-14 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=360008502085","1",607,"KG","05",3600085,39,"NOT AVAILABLE","PS 14 SENATOR JOHN CALANDRA 3041 BRUCKNER BLVD BRONX NY 10461.00000","PS 14 SENATOR JOHN CALANDRA 3041 BRUCKNER BLVD BRONX NY 10461.00000"
-73.893103564999933,40.742308803000071,2107,360009804563,"PS 12 JAMES B COLGATE","42-00 72ND ST","WOODSIDE","NY",11377,"NOT AVAILABLE","(718) 424-5905",1,1,1356,"QUEENS",36081,"USA",40.7423088030001,-73.8931035649999,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=360009804563","2009-10-13 00:00:00.000","IMAGERY/OTHER","2010-05-17 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=360009804563","1",1274,"KG","05",3600098,82,"NOT AVAILABLE","PS 12 JAMES B COLGATE 42-00 72ND ST WOODSIDE NY 11377.00000","PS 12 JAMES B COLGATE 42-00 72ND ST WOODSIDE NY 11377.00000"
-75.970836821999953,42.332759838000072,2108,363138004201,"TIOUGHNIOGA RIVERSIDE ACADEMY","2887 NY RT 11","WHITNEY POINT","NY",13862,"0249","(607) 692-8232",1,1,571,"BROOME",36007,"USA",42.3327598380001,-75.9708368220000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=363138004201","2010-01-29 00:00:00.000","IMAGERY","2010-06-15 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=363138004201","2",527,"04","08",3631380,44,"10785647","TIOUGHNIOGA RIVERSIDE ACADEMY 2887 NY RT 11 WHITNEY POINT NY 13862.00000","TIOUGHNIOGA RIVERSIDE ACADEMY 2887 NY RT 11 WHITNEY POINT NY 13862.00000"
-77.392177037999943,34.753250829000017,2109,370345001417,"BELL FORK ELEMENTARY","500 BELL FORK RD","JACKSONVILLE","NC",28540,"6309","(910) 347-4459",1,1,540,"ONSLOW",37133,"USA",34.7532508290000,-77.3921770379999,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=370345001417","2009-10-13 00:00:00.000","IMAGERY","2013-05-28 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=370345001417","1",504,"KG","05",3703450,36,"NOT AVAILABLE","BELL FORK ELEMENTARY 500 BELL FORK RD JACKSONVILLE NC 28540.00000","BELL FORK ELEMENTARY 500 BELL FORK RD JACKSONVILLE NC 28540.00000"
-77.335132410999961,34.742201723000051,2110,370345002338,"HUNTERS CREEK ELEMENTARY","3450 HUNTERS TRAIL","JACKSONVILLE","NC",28546,"NOT AVAILABLE","(910) 353-4443",1,1,608,"ONSLOW",37133,"USA",34.7422017230001,-77.3351324110000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=370345002338","2009-10-13 00:00:00.000","IMAGERY","2013-05-28 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=370345002338","1",570,"PK","05",3703450,38,"NOT AVAILABLE","HUNTERS CREEK ELEMENTARY 3450 HUNTERS TRAIL JACKSONVILLE NC 28546.00000","HUNTERS CREEK ELEMENTARY 3450 HUNTERS TRAIL JACKSONVILLE NC 28546.00000"
-97.080167502999984,47.924823148000023,2111,380000400803,"SCHOOL FOR THE BLIND","500 STANFORD RD","GRAND FORKS","ND",58203,"2799","(701) 795-2700",1,1,-999,"GRAND FORKS",38035,"USA",47.9248231480000,-97.0801675030000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=380000400803","2010-01-29 00:00:00.000","IMAGERY/OTHER","2010-07-20 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=380000400803","N",-1,"N","N",3800004,-1,"NOT AVAILABLE","SCHOOL FOR THE BLIND 500 STANFORD RD GRAND FORKS ND 58203.00000","SCHOOL FOR THE BLIND 500 STANFORD RD GRAND FORKS ND 58203.00000"
-100.192185391999942,46.028951234000033,2112,380224000016,"BAKKER ELEMENTARY SCHOOL","880 96TH ST SE","HAGUE","ND",58542,"9327","(701) 336-7284",1,1,12,"EMMONS",38029,"USA",46.0289512340000,-100.1921853920000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=380224000016","2010-01-29 00:00:00.000","IMAGERY/OTHER","2010-07-16 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=380224000016","1",11,"KG","08",3802240,1,"NOT AVAILABLE","BAKKER ELEMENTARY SCHOOL 880 96TH ST SE HAGUE ND 58542.00000","BAKKER ELEMENTARY SCHOOL 880 96TH ST SE HAGUE ND 58542.00000"
-111.979500736999967,33.347460624000064,2113,40075302838,"AMBASSADOR ACADEMY","3820 E. RAY RD.","PHOENIX","AZ",85044,"NOT AVAILABLE","NOT AVAILABLE",1,1,46,"MARICOPA",4013,"USA",33.3474606240001,-111.9795007370000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=040075302838","2010-01-29 00:00:00.000","IMAGERY","2017-10-31 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=040075302838","1",46,"KG","06",400753,-1,"NOT AVAILABLE","AMBASSADOR ACADEMY 3820 E. RAY RD. PHOENIX AZ 85044.00000","AMBASSADOR ACADEMY 3820 E. RAY RD. PHOENIX AZ 85044.00000"
-111.719556406999970,33.627419639000038,2114,40304000639,"FOUNTAIN HILLS MIDDLE SCHOOL","15414 N. MCDOWELL MOUNTAIN ROA","FOUNTAIN HILLS","AZ",85268,"NOT AVAILABLE","NOT AVAILABLE",1,1,395,"MARICOPA",4013,"USA",33.6274196390000,-111.7195564070000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=040304000639","2010-01-29 00:00:00.000","IMAGERY","2010-05-10 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=040304000639","2",372,"06","08",403040,23,"NOT AVAILABLE","FOUNTAIN HILLS MIDDLE SCHOOL 15414 N. MCDOWELL MOUNTAIN ROA FOUNTAIN HILLS AZ 85268.00000","FOUNTAIN HILLS MIDDLE SCHOOL 15414 N. MCDOWELL MOUNTAIN ROA FOUNTAIN HILLS AZ 85268.00000"
-92.461520637999968,35.092843899000059,2115,50459000571,"CONWAY VOCATIONAL CENTER","2300 PRINCE ST","CONWAY","AR",72032,"NOT AVAILABLE","NOT AVAILABLE",3,1,0,"FAULKNER",5045,"USA",35.0928438990001,-92.4615206380000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=050459000571","2010-01-29 00:00:00.000","IMAGERY","2010-08-10 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=050459000571","3",0,"09","12",504590,-1,"NOT AVAILABLE","CONWAY VOCATIONAL CENTER 2300 PRINCE ST CONWAY AR 72032.00000","CONWAY VOCATIONAL CENTER 2300 PRINCE ST CONWAY AR 72032.00000"
-92.359372487999963,34.716138131000037,2116,50900000637,"WILSON ELEMENTARY SCHOOL","4015 STANNUS RD","LITTLE ROCK","AR",72204,"NOT AVAILABLE","NOT AVAILABLE",1,1,333,"PULASKI",5119,"USA",34.7161381310000,-92.3593724880000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=050900000637","2009-12-10 00:00:00.000","IMAGERY","2016-02-02 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=050900000637","1",310,"PK","05",509000,23,"NOT AVAILABLE","WILSON ELEMENTARY SCHOOL 4015 STANNUS RD LITTLE ROCK AR 72204.00000","WILSON ELEMENTARY SCHOOL 4015 STANNUS RD LITTLE ROCK AR 72204.00000"
-118.054413191999956,33.878019571000038,2117,60162000029,"WHITNEY (GRETCHEN) HIGH","16800 SHOEMAKER AVE.","CERRITOS","CA",90703,"1244","NOT AVAILABLE",1,1,1059,"LOS ANGELES",6037,"USA",33.8780195710000,-118.0544131920000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060162000029","2010-01-29 00:00:00.000","IMAGERY","2010-06-11 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060162000029","3",1019,"07","12",601620,40,"10781145","WHITNEY (GRETCHEN) HIGH 16800 SHOEMAKER AVE. CERRITOS CA 90703.00000","WHITNEY (GRETCHEN) HIGH 16800 SHOEMAKER AVE. CERRITOS CA 90703.00000"
-120.933809452999967,37.584305267000040,2118,60813010691,"WHITMORE CHARTER SCHOOL OF PERSONALIZED LEARNING","3435 DON PEDRO RD.","CERES","CA",95307,"NOT AVAILABLE","NOT AVAILABLE",1,1,11,"STANISLAUS",6099,"USA",37.5843052670000,-120.9338094530000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060813010691","2010-01-29 00:00:00.000","IMAGERY/OTHER","2010-09-08 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060813010691","4",11,"KG","12",608130,0,"NOT AVAILABLE","WHITMORE CHARTER SCHOOL OF PERSONALIZED LEARNING 3435 DON PEDRO RD. CERES CA 95307.00000","WHITMORE CHARTER SCHOOL OF PERSONALIZED LEARNING 3435 DON PEDRO RD. CERES CA 95307.00000"
-122.180682887999978,40.069531161000029,2119,61509001904,"GERBER ELEMENTARY","23014 CHARD AVE.","GERBER","CA",96035,"9708","NOT AVAILABLE",1,1,414,"TEHAMA",6103,"USA",40.0695311610000,-122.1806828880000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=061509001904","2009-10-13 00:00:00.000","IMAGERY/OTHER","2016-03-01 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=061509001904","1",398,"KG","08",615090,16,"NOT AVAILABLE","GERBER ELEMENTARY 23014 CHARD AVE. GERBER CA 96035.00000","GERBER ELEMENTARY 23014 CHARD AVE. GERBER CA 96035.00000"
-118.141579474999958,34.023800983000058,2120,62547003795,"EASTMONT INTERMEDIATE","400 N. BRADSHAWE AVE.","MONTEBELLO","CA",90640,"1562","NOT AVAILABLE",1,1,1007,"LOS ANGELES",6037,"USA",34.0238009830001,-118.1415794750000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062547003795","2010-01-29 00:00:00.000","IMAGERY","2010-06-07 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062547003795","2",974,"06","08",625470,33,"NOT AVAILABLE","EASTMONT INTERMEDIATE 400 N. BRADSHAWE AVE. MONTEBELLO CA 90640.00000","EASTMONT INTERMEDIATE 400 N. BRADSHAWE AVE. MONTEBELLO CA 90640.00000"
-80.215150000000000,25.779660000000000,2121,120039008248,"SPORTS LEADERSHIP AND MANAGEMENT (SLAM) CHARTER MIDDLE SCHOO","604 NW 12 AVE","MIAMI","FL",33136,"3610","(305) 326-0003",1,1,587,"MIAMI-DADE",12086,"USA",25.7796600000000,-80.2151499999999,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=120039008248","2016-01-05 00:00:00.000","IMAGERY/OTHER","2016-01-15 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=120039008248","2",565,"06","08",1200390,22,"NOT AVAILABLE","SPORTS LEADERSHIP AND MANAGEMENT (SLAM) CHARTER MIDDLE SCHOO 604 NW 12 AVE MIAMI FL 33136.00000","SPORTS LEADERSHIP AND MANAGEMENT (SLAM) CHARTER MIDDLE SCHOO 604 NW 12 AVE MIAMI FL 33136.00000"
-97.532701238999948,37.670505839000050,2122,200654002052,"EISENHOWER HIGH SCHOOL","1230 S 167TH ST. W.","GODDARD","KS",67052,"NOT AVAILABLE","(316) 794-4190",1,1,928,"SEDGWICK",20173,"USA",37.6705058390000,-97.5327012389999,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=200654002052","2014-02-04 00:00:00.000","IMAGERY","2014-05-06 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=200654002052","3",875,"09","12",2006540,53,"NOT AVAILABLE","EISENHOWER HIGH SCHOOL 1230 S 167TH ST. W. GODDARD KS 67052.00000","EISENHOWER HIGH SCHOOL 1230 S 167TH ST. W. GODDARD KS 67052.00000"
-72.588899132999984,42.120586980000041,2123,251113002723,"SPRINGFIELD PUBLIC DAY ELEMENTARY SCHOOL","34 NYE STREET","SPRINGFIELD","MA",1104,"NOT AVAILABLE","(413) 886-5100",1,1,69,"HAMPDEN",25013,"USA",42.1205869800000,-72.5888991330000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=251113002723","2014-02-04 00:00:00.000","IMAGERY/OTHER","2014-05-07 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=251113002723","1",55,"KG","05",2511130,14,"NOT AVAILABLE","SPRINGFIELD PUBLIC DAY ELEMENTARY SCHOOL 34 NYE STREET SPRINGFIELD MA 1104.00000","SPRINGFIELD PUBLIC DAY ELEMENTARY SCHOOL 34 NYE STREET SPRINGFIELD MA 1104.00000"
-83.159752207999986,42.365198592000063,2124,261200008222,"MACKENZIE ELEMENTARY-MIDDLE SCHOOL","10147 W CHICAGO","DETROIT","MI",48204,"2698","(313) 416-6400",1,1,1065,"WAYNE",26163,"USA",42.3651985920001,-83.1597522080000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=261200008222","2014-02-04 00:00:00.000","IMAGERY","2014-05-08 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=261200008222","1",1018,"PK","08",2612000,47,"NOT AVAILABLE","MACKENZIE ELEMENTARY-MIDDLE SCHOOL 10147 W CHICAGO DETROIT MI 48204.00000","MACKENZIE ELEMENTARY-MIDDLE SCHOOL 10147 W CHICAGO DETROIT MI 48204.00000"
-83.378078717999983,44.423593757000042,2125,262697006312,"OSCODA AREA HIGH SCHOOL","3550 EAST RIVER RD","OSCODA","MI",48750,"9025","(989) 739-9121",1,1,596,"IOSCO",26069,"USA",44.4235937570000,-83.3780787180000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=262697006312","2009-10-13 00:00:00.000","IMAGERY/OTHER","2016-04-26 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=262697006312","3",566,"07","12",2626970,30,"10779388","OSCODA AREA HIGH SCHOOL 3550 EAST RIVER RD OSCODA MI 48750.00000","OSCODA AREA HIGH SCHOOL 3550 EAST RIVER RD OSCODA MI 48750.00000"
-83.264870876999964,42.825009437000055,2126,262724008305,"OXFORD SCHOOLS EARLY COLLEGE","10 N WASHINGTON ST","OXFORD","MI",48371,"4665","(248) 969-5006",1,1,97,"OAKLAND",26125,"USA",42.8250094370001,-83.2648708770000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=262724008305","2014-02-04 00:00:00.000","GEOCODE","2014-05-08 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=262724008305","3",95,"09","12",2627240,2,"NOT AVAILABLE","OXFORD SCHOOLS EARLY COLLEGE 10 N WASHINGTON ST OXFORD MI 48371.00000","OXFORD SCHOOLS EARLY COLLEGE 10 N WASHINGTON ST OXFORD MI 48371.00000"
-94.489071610999972,37.106536635000047,2127,291635000788,"ROYAL HEIGHTS ELEM.","2100 ROLLA ST","JOPLIN","MO",64802,"0128","(417) 625-5370",1,1,286,"JASPER",29097,"USA",37.1065366350001,-94.4890716110000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=291635000788","2009-10-13 00:00:00.000","IMAGERY/OTHER","2016-07-26 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=291635000788","1",269,"KG","05",2916350,17,"NOT AVAILABLE","ROYAL HEIGHTS ELEM. 2100 ROLLA ST JOPLIN MO 64802.00000","ROYAL HEIGHTS ELEM. 2100 ROLLA ST JOPLIN MO 64802.00000"
-94.374727916999973,38.907403113000029,2128,291830003135,"MILLER PARK CENTER","600 SE MILLER STREET","LEE'S SUMMIT","MO",64063,"4261","(816) 986-1540",1,1,0,"JACKSON",29095,"USA",38.9074031130000,-94.3747279170000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=291830003135","2011-09-30 00:00:00.000","IMAGERY","2011-09-30 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=291830003135","4",0,"KG","12",2918300,-1,"NOT AVAILABLE","MILLER PARK CENTER 600 SE MILLER STREET LEE'S SUMMIT MO 64063.00000","MILLER PARK CENTER 600 SE MILLER STREET LEE'S SUMMIT MO 64063.00000"
-93.336442241999976,38.748975355000020,2129,292469001713,"PETTIS CO. ELEM.","22675 DEPOT RD","SEDALIA","MO",65301,"9505","(660) 826-5385",1,1,180,"PETTIS",29159,"USA",38.7489753550000,-93.3364422420000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=292469001713","2009-10-13 00:00:00.000","IMAGERY/OTHER","2016-07-28 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=292469001713","1",162,"PK","08",2924690,18,"10806270","PETTIS CO. ELEM. 22675 DEPOT RD SEDALIA MO 65301.00000","PETTIS CO. ELEM. 22675 DEPOT RD SEDALIA MO 65301.00000"
-82.376721809999935,38.883319592000078,2130,390440300991,"RIO GRANDE ELEMENTARY SCHOOL","439 LAKE DRIVE","RIO GRANDE","OH",45674,"0197","(740) 245-5333",1,1,314,"GALLIA",39053,"USA",38.8833195920001,-82.3767218099999,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=390440300991","2009-10-13 00:00:00.000","IMAGERY/OTHER","2010-09-07 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=390440300991","1",314,"PK","05",3904403,-1,"NOT AVAILABLE","RIO GRANDE ELEMENTARY SCHOOL 439 LAKE DRIVE RIO GRANDE OH 45674.00000","RIO GRANDE ELEMENTARY SCHOOL 439 LAKE DRIVE RIO GRANDE OH 45674.00000"
-82.904053860999980,40.157116392000027,2131,390450404565,"ALCOTT ELEMENTARY SCHOOL","7117 MOUNT ROYAL AVE","WESTERVILLE","OH",43082,"8392","(614) 797-7350",1,1,546,"DELAWARE",39041,"USA",40.1571163920000,-82.9040538610000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=390450404565","2010-01-29 00:00:00.000","IMAGERY/OTHER","2010-09-10 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=390450404565","1",546,"KG","05",3904504,-1,"10818450","ALCOTT ELEMENTARY SCHOOL 7117 MOUNT ROYAL AVE WESTERVILLE OH 43082.00000","ALCOTT ELEMENTARY SCHOOL 7117 MOUNT ROYAL AVE WESTERVILLE OH 43082.00000"
-97.630366845999959,35.539482960000043,2132,402529001345,"TULAKES ES","6600 GALAXIE DRIVE","OKLAHOMA CITY","OK",73132,"3132","(405) 721-4360",1,1,651,"OKLAHOMA",40109,"USA",35.5394829600000,-97.6303668460000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=402529001345","2009-10-13 00:00:00.000","IMAGERY/OTHER","2016-09-01 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=402529001345","1",613,"PK","05",4025290,38,"NOT AVAILABLE","TULAKES ES 6600 GALAXIE DRIVE OKLAHOMA CITY OK 73132.00000","TULAKES ES 6600 GALAXIE DRIVE OKLAHOMA CITY OK 73132.00000"
-76.455411597999955,40.998615359000034,2133,420384001606,"MEMORIAL EL SCH","500 MARKET ST","BLOOMSBURG","PA",17815,"NOT AVAILABLE","(570) 784-7885",1,1,468,"COLUMBIA",42037,"USA",40.9986153590000,-76.4554115980000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=420384001606","2009-10-13 00:00:00.000","IMAGERY/OTHER","2016-09-06 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=420384001606","1",432,"KG","05",4203840,36,"10781056","MEMORIAL EL SCH 500 MARKET ST BLOOMSBURG PA 17815.00000","MEMORIAL EL SCH 500 MARKET ST BLOOMSBURG PA 17815.00000"
