"CUSTOMER_BUSINESS_ID","CUSTOMER_NAME","ADDRESS_LINE_1","CITY","POSTAL_CODE","STATE","ADDRESS_LINE_2","COUNTRY","COUNTY","CUSTOMER_FULL_DETAIL","PHONE","POSTALCODE_EXTENSION"
"CUS000000442A","Chesapeake Math & It Pc-N Hs","14800 SWEITZER LN","LAUREL","20707-2913","US-MD","","US",,"Chesapeake Math & It Pc-N Hs, 14800 SWEITZER LN, LAUREL, US-MD, 20707-2913",,
"CUS000000443B","Chesapeake Math & It Pc-N Hs","14800 SWEITZER LN","LAUREL","20707-2913","US-MD","","US",,"Chesapeake Math & It Pc-N Hs, 14800 SWEITZER LN, LAUREL, US-MD, 20707-2913",,
"CUS000000444C","Yavneh Academy","155 N. FARVIEW AVE","PARAMUS","07652-3232","US-NJ","","US",,"Yavneh Academy, 155 N. FARVIEW AVE, PARAMUS, US-NJ, 07652-3232",,
"CUS000000445D","Evangelical Chrn Dc-Forest Hll","1920 FOREST HILL IRENE RD","GERMANTOWN","38139-3542","US-TN","","US",,"Evangelical Chrn Dc-Forest Hll, 1920 FOREST HILL IRENE RD, GERMANTOWN, US-TN, 38139-3542",,
"CUS000000446E","P.S. K721 - Brooklyn Occupational Training Center","64 AVENUE X","BROOKLYN","11223-5737","US-NY","","US",,"P.S. K721 - Brooklyn Occupational Training Center, 64 AVENUE X, BROOKLYN, US-NY, 11223-5737",,
"CUS000000447F","Abraham Lincoln Elem School","380 GREENFIELD AVE","GLEN ELLYN","60137-5310","US-IL","","US",,"Abraham Lincoln Elem School, 380 GREENFIELD AVE, GLEN ELLYN, US-IL, 60137-5310",,
"CUS000000448G","Albany Senior High School","101 W JEFFERSON ST","ALBANY","64402-1237","US-MO","","US",,"Albany Senior High School, 101 W JEFFERSON ST, ALBANY, US-MO, 64402-1237",,
"CUS000000449H","Unicoi County School District","100 NOLICHUCKY AVE","ERWIN","37650-1254","US-TN","","US",,"Unicoi County School District, 100 NOLICHUCKY AVE, ERWIN, US-TN, 37650-1254",,
"CUS000000450I","Centerville Elementary School","1529 WHITEHALL RD","ANDERSON","29625-1918","US-SC","","US",,"Centerville Elementary School, 1529 WHITEHALL RD, ANDERSON, US-SC, 29625-1918",,
"CUS000000451J","All Saints-St John Vianney Sch","28702 EUCLID AVE","WICKLIFFE","44092-2527","US-OH","","US",,"All Saints-St John Vianney Sch, 28702 EUCLID AVE, WICKLIFFE, US-OH, 44092-2527",,
"CUS000000452K","Yakutat School","429 FOREST HWY","YAKUTAT","99689-0429","US-AK","","US",,"Yakutat School, 429 FOREST HWY, YAKUTAT, US-AK, 99689-0429",,
"CUS000000453L","Cross Pointe Christian Academy","6750 HIGHWAY 362 W","WILLIAMSON","30292-3397","US-GA","","US",,"Cross Pointe Christian Academy, 6750 HIGHWAY 362 W, WILLIAMSON, US-GA, 30292-3397",,
"CUS000000454M","East Bernstadt Elem School","229 SCHOOL ST","EAST BERNSTADT","40729-6249","US-KY","","US",,"East Bernstadt Elem School, 229 SCHOOL ST, EAST BERNSTADT, US-KY, 40729-6249",,
"CUS000000455N","Jackson School","1730 JEFFERSON DAVIS HWY","CAMDEN","29020-3337","US-SC","","US",,"Jackson School, 1730 JEFFERSON DAVIS HWY, CAMDEN, US-SC, 29020-3337",,
"CUS000000456O","Jwood Raw Elementary School","10600 GREEN PASTURE DR","RENO","89521-5332","US-NV","","US",,"Jwood Raw Elementary School, 10600 GREEN PASTURE DR, RENO, US-NV, 89521-5332",,
"CUS000000457P","North Side Cmty School","3033 N EUCLID AVE","SAINT LOUIS","63115-1632","US-MO","","US",,"North Side Cmty School, 3033 N EUCLID AVE, SAINT LOUIS, US-MO, 63115-1632",,
"CUS000000458Q","Fairfax High School","3501 LION RUN","FAIRFAX","22030-1865","US-VA","","US",,"Fairfax High School, 3501 LION RUN, FAIRFAX, US-VA, 22030-1865",,
"CUS000000459R","Abraham Lincoln Elem School","380 GREENFIELD AVE","GLEN ELLYN","60137-5310","US-IL","","US",,"Abraham Lincoln Elem School, 380 GREENFIELD AVE, GLEN ELLYN, US-IL, 60137-5310",,
"CUS000000460S","Adams Central High School","222 W WASHINGTON ST","MONROE","46772-9799","US-IN","","US",,"Adams Central High School, 222 W WASHINGTON ST, MONROE, US-IN, 46772-9799",,
"CUS000000461T","Sunset Hills Elementary School","9503 WALNUT ST","OMAHA","68124-1155","US-NE","","US",,"Sunset Hills Elementary School, 9503 WALNUT ST, OMAHA, US-NE, 68124-1155",,
"CUS000000462U","Gadsden Elementary School","919 MAY ST","SAVANNAH","31415-5460","US-GA","","US",,"Gadsden Elementary School, 919 MAY ST, SAVANNAH, US-GA, 31415-5460",,
"CUS000000463V","Athens High School","501 WARRIOR WAY","ATHENS","62613-9473","US-IL","","US",,"Athens High School, 501 WARRIOR WAY, ATHENS, US-IL, 62613-9473",,
"CUS000000464W","Newman Elementary School","10275 ALCAN ST","EL PASO","79924-3416","US-TX","","US",,"Newman Elementary School, 10275 ALCAN ST, EL PASO, US-TX, 79924-3416",,
"CUS000000465X","Clare High School","201 E STATE ST","CLARE","48617-1317","US-MI","","US",,"Clare High School, 201 E STATE ST, CLARE, US-MI, 48617-1317",,
"CUS000000466Y","Swallows Charter Acad High Sch","278 S MCCULLOCH BLVD","PUEBLO","81007-2844","US-CO","","US",,"Swallows Charter Acad High Sch, 278 S MCCULLOCH BLVD, PUEBLO, US-CO, 81007-2844",,
"CUS000000467Z","Natomas Pacific Pathways Prep Middle School","3700 DEL PASO RD","SACRAMENTO","95834-9606","US-CA","","US",,"Natomas Pacific Pathways Prep Middle School, 3700 DEL PASO RD, SACRAMENTO, US-CA, 95834-9606",,
"CUS0000004680","Boyd Elementary School","500 E MORTON AVE","BOYD","76023","US-TX","","US",,"Boyd Elementary School, 500 E MORTON AVE, BOYD, US-TX, 76023",,
"CUS0000004691","Collegiate Charter High Sch-La","725 S INDIANA ST","LOS ANGELES","90023-1840","US-CA","","US",,"Collegiate Charter High Sch-La, 725 S INDIANA ST, LOS ANGELES, US-CA, 90023-1840",,
"CUS0000004702","District 1 Contoocook Valley","106 HANCOCK RD","PETERBOROUGH","03458-1109","US-NH","","US",,"District 1 Contoocook Valley, 106 HANCOCK RD, PETERBOROUGH, US-NH, 03458-1109",,
"CUS0000004713","Amanda Elzy Jr High School","604 ELZY AVE","GREENWOOD","38930-6720","US-MS","","US",,"Amanda Elzy Jr High School, 604 ELZY AVE, GREENWOOD, US-MS, 38930-6720",,
"CUS0000004724","Nye Elementary School","1970 NYE HWY","NYE","59061","US-MT","","US",,"Nye Elementary School, 1970 NYE HWY, NYE, US-MT, 59061",,
"CUS0000004735","Burnet Middle School","1401 N MAIN ST","BURNET","78611-1041","US-TX","","US",,"Burnet Middle School, 1401 N MAIN ST, BURNET, US-TX, 78611-1041",,
"CUS0000004746","Jack Franscioni Elementary Sch","779 ORCHARD LN","SOLEDAD","93960-3375","US-CA","","US",,"Jack Franscioni Elementary Sch, 779 ORCHARD LN, SOLEDAD, US-CA, 93960-3375",,
"CUS0000004757","Pima Junior High School","131 S MAIN","PIMA","85543","US-AZ","","US",,"Pima Junior High School, 131 S MAIN, PIMA, US-AZ, 85543",,
"CUS0000004768","Our Savior Lutheran School","","OSHKOSH","54904","US-WI","","US",,"Our Savior Lutheran School, OSHKOSH, US-WI, 54904",,
"CUS0000004779","Yakutat School","429 FOREST HWY","YAKUTAT","99689-0429","US-AK","","US",,"Yakutat School, 429 FOREST HWY, YAKUTAT, US-AK, 99689-0429",,
"CUS000000478A","Segerstrom High School","2301 W MACARTHUR BLVD","SANTA ANA","92704-7168","US-CA","","US",,"Segerstrom High School, 2301 W MACARTHUR BLVD, SANTA ANA, US-CA, 92704-7168",,
"CUS000000479B","Duval Charter Sch Mandarin","5209 SHAD RD","JACKSONVILLE","32257-2005","US-FL","","US",,"Duval Charter Sch Mandarin, 5209 SHAD RD, JACKSONVILLE, US-FL, 32257-2005",,
"CUS000000480C","Alameda Cmty Lrng Center","1900 3RD ST","ALAMEDA","94501-1898","US-CA","","US",,"Alameda Cmty Lrng Center, 1900 3RD ST, ALAMEDA, US-CA, 94501-1898",,
"CUS000000481D","Early Childhood Center","1300 MLK BLVD","CROCKETT","75835-3140","US-TX","","US",,"Early Childhood Center, 1300 MLK BLVD, CROCKETT, US-TX, 75835-3140",,
"CUS000000482E","Wimbish Adventist School","640 WIMBISH RD","MACON","31210-4316","US-GA","","US",,"Wimbish Adventist School, 640 WIMBISH RD, MACON, US-GA, 31210-4316",,
"CUS000000483F","E W Luther Elementary School","718 HAWTHORNE AVE","SOUTH MILWAUKEE","53172-1734","US-WI","","US",,"E W Luther Elementary School, 718 HAWTHORNE AVE, SOUTH MILWAUKEE, US-WI, 53172-1734",,
"CUS000000484G","Mead Elementary School","115 N ELM ST","MEAD","68041-3203","US-NE","","US",,"Mead Elementary School, 115 N ELM ST, MEAD, US-NE, 68041-3203",,
"CUS000000485H","District 73 Gilford","2 BELKNAP MOUNTAIN RD","GILFORD","03249-6807","US-NH","","US",,"District 73 Gilford, 2 BELKNAP MOUNTAIN RD, GILFORD, US-NH, 03249-6807",,
"CUS000000486I","Parkview Elementary School","3030 CORNWALL AVE","BELLINGHAM","98225-1817","US-WA","","US",,"Parkview Elementary School, 3030 CORNWALL AVE, BELLINGHAM, US-WA, 98225-1817",,
"CUS000000487J","Clifford O Findlay Middle Sch","333 W TROPICAL PKWY","NORTH LAS VEGAS","89031-1834","US-NV","","US",,"Clifford O Findlay Middle Sch, 333 W TROPICAL PKWY, NORTH LAS VEGAS, US-NV, 89031-1834",,
"CUS000000488K","Clifford O Findlay Middle Sch","333 W. TROPICAL PARKWAY","N. LAS VEGAS","89031-1834","US-NV","","US",,"Clifford O Findlay Middle Sch, 333 W. TROPICAL PARKWAY, N. LAS VEGAS, US-NV, 89031-1834",,
"CUS000000489L","West Contra Costa Usd","1400 MARINA WAY SOUTH","RICHMOND","94804-3747","US-CA","","US",,"West Contra Costa Usd, 1400 MARINA WAY SOUTH, RICHMOND, US-CA, 94804-3747",,
"CUS000000490M","West Contra Costa Usd","1108 BISSELL AVE","RICHMOND","94801-3135","US-CA","","US",,"West Contra Costa Usd, 1108 BISSELL AVE, RICHMOND, US-CA, 94801-3135",,
"CUS000000491N","Lancaster Central Elem School","275 E JACKSON ST N","BLUFFTON","46714-9298","US-IN","","US",,"Lancaster Central Elem School, 275 E JACKSON ST N, BLUFFTON, US-IN, 46714-9298",,
"CUS000000492O","Magen David Academy","HOWARD","","",,"","PA",,"Magen David Academy, HOWARD",,
"CUS000000493P","Quincy Middle School","32 FULTON ST","QUINCY","49082-1172","US-MI","","US",,"Quincy Middle School, 32 FULTON ST, QUINCY, US-MI, 49082-1172",,
"CUS000000494Q","Global Leadership Academy","8340 INTERSTATE 35 S","SAN ANTONIO","78224-1305","US-TX","","US",,"Global Leadership Academy, 8340 INTERSTATE 35 S, SAN ANTONIO, US-TX, 78224-1305",,
"CUS000000495R","Lewisville Ind School District","1800 TIMBER CREEK ROAD","LEWISVILLE","75028-1146","US-TX","","US",,"Lewisville Ind School District, 1800 TIMBER CREEK ROAD, LEWISVILLE, US-TX, 75028-1146",,
"CUS000000496S","Okmulgee High School","415 W 3RD ST","OKMULGEE","74447-3205","US-OK","","US",,"Okmulgee High School, 415 W 3RD ST, OKMULGEE, US-OK, 74447-3205",,
"CUS000000497T","Mcalear Sawden Elem School","2300 MIDLAND RD","BAY CITY","48706-9486","US-MI","","US",,"Mcalear Sawden Elem School, 2300 MIDLAND RD, BAY CITY, US-MI, 48706-9486",,
"CUS000000498U","Phoenix Horizon Cmty School","1072 CARDINAL DR","GEORGETOWN","40324-9627","US-KY","","US",,"Phoenix Horizon Cmty School, 1072 CARDINAL DR, GEORGETOWN, US-KY, 40324-9627",,
"CUS000000499V","Crowheart Elementary School","223 N CHERRY ST","PAVILLION","82523-5005","US-WY","","US",,"Crowheart Elementary School, 223 N CHERRY ST, PAVILLION, US-WY, 82523-5005",,
"CUS000000500W","Scranton Elementary Steam Acad","1649 US 52 HWY","SCRANTON","29591-6300","US-SC","","US",,"Scranton Elementary Steam Acad, 1649 US 52 HWY, SCRANTON, US-SC, 29591-6300",,
"CUS000000501X","Marshall Elementary School","3260 OXFORD MILLVILLE RD","OXFORD","45056-9430","US-OH","","US",,"Marshall Elementary School, 3260 OXFORD MILLVILLE RD, OXFORD, US-OH, 45056-9430",,
"CUS000000502Y","Aleman School Samborondon","W5G7 QW 4","SAMBORONDON","",,"","EC",,"Aleman School Samborondon, W5G7 QW 4, SAMBORONDON",,
"CUS000000503Z","Swallows Charter Acad Elem Sch","101 W CITY CENTER DR","PUEBLO WEST","81003-1013","US-CO","","US",,"Swallows Charter Acad Elem Sch, 101 W CITY CENTER DR, PUEBLO WEST, US-CO, 81003-1013",,
"CUS0000005040","Swallows Charter Acad Elem Sch","101 W CITY CENTER DR","PUEBLO","81003-1013","US-CO","","US",,"Swallows Charter Acad Elem Sch, 101 W CITY CENTER DR, PUEBLO, US-CO, 81003-1013",,
"CUS0000005051","Boyd Elementary School","500 E MORTON AVE","BOYD","76023","US-TX","","US",,"Boyd Elementary School, 500 E MORTON AVE, BOYD, US-TX, 76023",,
"CUS0000005062","Our Savior Lutheran School","","OSHKOSH","54904","US-WI","","US",,"Our Savior Lutheran School, OSHKOSH, US-WI, 54904",,
"CUS0000005073","Goshen Central School Dist","227 MAIN ST","GOSHEN","10924-2195","US-NY","","US",,"Goshen Central School Dist, 227 MAIN ST, GOSHEN, US-NY, 10924-2195",,
"CUS0000005084","Journey East Academy","6870 WINCHESTER RD","MEMPHIS","38115-4402","US-TN","","US",,"Journey East Academy, 6870 WINCHESTER RD, MEMPHIS, US-TN, 38115-4402",,
"CUS0000005095","Arlington Heights Elem School","700 W PARRISH RD","BLOOMINGTON","47404-1999","US-IN","","US",,"Arlington Heights Elem School, 700 W PARRISH RD, BLOOMINGTON, US-IN, 47404-1999",,
"CUS0000005106","Memphis Acad-Sci & Engineering","1266 POPLAR AVE","MEMPHIS","38104-7269","US-TN","","US",,"Memphis Acad-Sci & Engineering, 1266 POPLAR AVE, MEMPHIS, US-TN, 38104-7269",,
"CUS0000005117","Samoset Middle School","51 SCHOOL ST","LK RONKONKOMA","11779-2231","US-NY","","US",,"Samoset Middle School, 51 SCHOOL ST, LK RONKONKOMA, US-NY, 11779-2231",,
"CUS0000005128","St Mary of the Woods School","10521 FRANKLIN ST","WHITESVILLE","42378-9723","US-KY","","US",,"St Mary of the Woods School, 10521 FRANKLIN ST, WHITESVILLE, US-KY, 42378-9723",,
"CUS0000005139","St Mary of the Woods School","10521 FRANKLIN ST","WHITESVILLE","42378-9723","US-KY","","US",,"St Mary of the Woods School, 10521 FRANKLIN ST, WHITESVILLE, US-KY, 42378-9723",,
"CUS000000514A","Gravette Middle School","607 DALLAS ST SE","GRAVETTE","72736-8744","US-AR","","US",,"Gravette Middle School, 607 DALLAS ST SE, GRAVETTE, US-AR, 72736-8744",,
"CUS000000515B","U S Grant High School","5016 S PENNSYLVANIA AVE","OKLAHOMA CITY","73119-4932","US-OK","","US",,"U S Grant High School, 5016 S PENNSYLVANIA AVE, OKLAHOMA CITY, US-OK, 73119-4932",,
"CUS000000516C","Sand Lake Elementary School","8301 BUENAVISTA WOODS BLVD","ORLANDO","32836-6031","US-FL","","US",,"Sand Lake Elementary School, 8301 BUENAVISTA WOODS BLVD, ORLANDO, US-FL, 32836-6031",,
"CUS000000517D","Ashby Ind School District 261","300 BIRCH AVE","ASHBY","56309-4718","US-MN","","US",,"Ashby Ind School District 261, 300 BIRCH AVE, ASHBY, US-MN, 56309-4718",,
"CUS000000518E","Ashby Ind School District 261","300 BIRCH AVE","ASHBY","56309-4718","US-MN","","US",,"Ashby Ind School District 261, 300 BIRCH AVE, ASHBY, US-MN, 56309-4718",,
"CUS000000519F","Banks School","9769 N US HIGHWAY 29","BANKS","36005-3209","US-AL","","US",,"Banks School, 9769 N US HIGHWAY 29, BANKS, US-AL, 36005-3209",,
"CUS000000520G","Centralia Middle School","901 JOHNSON RD","CENTRALIA","98531-1429","US-WA","","US",,"Centralia Middle School, 901 JOHNSON RD, CENTRALIA, US-WA, 98531-1429",,
"CUS000000521H","Goodwill Independent Study","16350 MOJAVE DR","VICTORVILLE","92395-3655","US-CA","","US",,"Goodwill Independent Study, 16350 MOJAVE DR, VICTORVILLE, US-CA, 92395-3655",,
"CUS000000522I","Cross Pointe Christian Academy","5224 HOLLONVILLE RD","WILLIAMSON","30292-3539","US-GA","","US",,"Cross Pointe Christian Academy, 5224 HOLLONVILLE RD, WILLIAMSON, US-GA, 30292-3539",,
"CUS000000523J","Parkway Elementary School","5200 BRYANT PKWY","ALEXANDER","72002-2879","US-AR","","US",,"Parkway Elementary School, 5200 BRYANT PKWY, ALEXANDER, US-AR, 72002-2879",,
"CUS000000524K","Cherry View Elementary School","8600 175TH ST W","LAKEVILLE","55044-7892","US-MN","","US",,"Cherry View Elementary School, 8600 175TH ST W, LAKEVILLE, US-MN, 55044-7892",,
"CUS000000525L","Luella Elementary School","575 WALKER DR","LOCUST GROVE","30248-2074","US-GA","","US",,"Luella Elementary School, 575 WALKER DR, LOCUST GROVE, US-GA, 30248-2074",,
"CUS000000526M","Roaring Fork High School","2270 HIGHWAY 133","CARBONDALE","81623-9271","US-CO","","US",,"Roaring Fork High School, 2270 HIGHWAY 133, CARBONDALE, US-CO, 81623-9271",,
"CUS000000527N","Bane Elementary School","5804 PREMIER ST","HOUSTON","77040-2692","US-TX","","US",,"Bane Elementary School, 5804 PREMIER ST, HOUSTON, US-TX, 77040-2692",,
"CUS000000528O","Bane Elementary School","5804 PREMIER ST","HOUSTON","77040-2692","US-TX","","US",,"Bane Elementary School, 5804 PREMIER ST, HOUSTON, US-TX, 77040-2692",,
"CUS000000529P","Northside Elementary School","1000 RIDGECREST ST","ANGLETON","77515-3522","US-TX","","US",,"Northside Elementary School, 1000 RIDGECREST ST, ANGLETON, US-TX, 77515-3522",,
"CUS000000530Q","Quincy Middle School","32 FULTON ST","QUINCY","49082-1172","US-MI","","US",,"Quincy Middle School, 32 FULTON ST, QUINCY, US-MI, 49082-1172",,
"CUS000000531R","John Adams Elementary School","1822 NATIONAL AVE","MADERA","93637-4399","US-CA","","US",,"John Adams Elementary School, 1822 NATIONAL AVE, MADERA, US-CA, 93637-4399",,
"CUS000000532S","Hubert Howe Bancroft Mid Sch","929 N LAS PALMAS AVE","LOS ANGELES","90038-2422","US-CA","","US",,"Hubert Howe Bancroft Mid Sch, 929 N LAS PALMAS AVE, LOS ANGELES, US-CA, 90038-2422",,
"CUS000000533T","Hubert Howe Bancroft Mid Sch","929 N LAS PALMAS AVE","LOS ANGELES","90038-2422","US-CA","","US",,"Hubert Howe Bancroft Mid Sch, 929 N LAS PALMAS AVE, LOS ANGELES, US-CA, 90038-2422",,
"CUS000000534U","Hedgcoxe Elementary School","7701 PRESCOTT DR","PLANO","75025-2838","US-TX","","US",,"Hedgcoxe Elementary School, 7701 PRESCOTT DR, PLANO, US-TX, 75025-2838",,
"CUS000000535V","Pasteur Elementary School","5825 S KOSTNER AVE","CHICAGO","60629-5238","US-IL","","US",,"Pasteur Elementary School, 5825 S KOSTNER AVE, CHICAGO, US-IL, 60629-5238",,
"CUS000000536W","Bradley Elementary School","3032 PINE BELT RD","COLUMBIA","29204-2707","US-SC","","US",,"Bradley Elementary School, 3032 PINE BELT RD, COLUMBIA, US-SC, 29204-2707",,
"CUS000000537X","Crowheart Elementary School","11162 US HIGHWAY 26","CROWHEART","82512","US-WY","","US",,"Crowheart Elementary School, 11162 US HIGHWAY 26, CROWHEART, US-WY, 82512",,
"CUS000000538Y","St Bartholomew School","8003 MIRAMAR PKWY","MIRAMAR","33025-3004","US-FL","","US",,"St Bartholomew School, 8003 MIRAMAR PKWY, MIRAMAR, US-FL, 33025-3004",,
"CUS000000539Z","Pasadena Park Elem School","8508 E UPRIVER DR","SPOKANE","99212-1764","US-WA","","US",,"Pasadena Park Elem School, 8508 E UPRIVER DR, SPOKANE, US-WA, 99212-1764",,
"CUS0000005400","Highlands Elementary School","2022 COLONIST PARK DR","SUGAR LAND","77478-4437","US-TX","","US",,"Highlands Elementary School, 2022 COLONIST PARK DR, SUGAR LAND, US-TX, 77478-4437",,
"CUS0000005411","Hillel Academy","51 UPPER MARK WAY","KINGSTON","",,"","JM",,"Hillel Academy, 51 UPPER MARK WAY, KINGSTON",,
"CUS0000005422","Taconic Hills Elem School","73 COUNTY RTE 11A","CRARYVILLE","12521-5510","US-NY","","US",,"Taconic Hills Elem School, 73 COUNTY RTE 11A, CRARYVILLE, US-NY, 12521-5510",,
"CUS0000005433","Sowers Alternative High School","2400 E WASSALL ST","WICHITA","67216-2343","US-KS","","US",,"Sowers Alternative High School, 2400 E WASSALL ST, WICHITA, US-KS, 67216-2343",,
"CUS0000013015","BELLE PLAINE HIGH","822 N MERCHANT","BELLE PLAINE","67013","KS",,"USA","SUMNER",,"(620) 488-2421","0008"
"CUS000001401X","Andrews Child Development Ctr","116 ELM AVE","TAKOMA PARK","20912-4610","US-MD","","US",,,,
"CUS000001501P","MONDOVI HIGH","337 N JACKSON ST","MONDOVI","54755","WI",,"USA","BUFFALO","MONDOVI HIGH, 337 N JACKSON ST, , MONDOVI, WI, 54755","(715) 926-3656","1197"
"CUS0000014040","ROGERS PRIMARY SCH","705 SCOTT AVE","GLENSHAW","15116","PA",,"USA","ALLEGHENY","ROGERS PRIMARY SCH, 705 SCOTT AVE, , GLENSHAW, PA, 15116","(412) 492-1200","NOT AVAILABLE"
"CUS000001502Q","MONROE SPECIAL ED PRESCHOOL","200 E FREMONT","MONROE","98272","WA",,"USA","SNOHOMISH","MONROE SPECIAL ED PRESCHOOL, 200 E FREMONT, , MONROE, WA, 98272","(360) 804-2500","2336"
"CUS000001601H","DOUGLAS ELEMENTARY","215 SOUTH EAST DIGGS ROAD","TRENTON","29847","SC",,"USA","EDGEFIELD","DOUGLAS ELEMENTARY, 215 SOUTH EAST DIGGS ROAD, , TRENTON, SC, 29847","(803) 275-1752","NOT AVAILABLE"
"CUS000001602I","SUNSET VISTA","7775 W ORANGEWOOD AVENUE","GLENDALE","85303","AZ",,"USA","MARICOPA","SUNSET VISTA, 7775 W ORANGEWOOD AVENUE, , GLENDALE, AZ, 85303","NOT AVAILABLE","NOT AVAILABLE"
"CUS0000014051","ALDO LEOPOLD CHARTER","1422 HWY 180 EAST","SILVER CITY","88061","NM",,"USA","GRANT","ALDO LEOPOLD CHARTER, 1422 HWY 180 EAST, , SILVER CITY, NM, 88061","(575) 538-2547","NOT AVAILABLE"
